price,bedrooms,bathrooms,size_square_meters,lat,lon,Price_per_square_meter,garden,AccommodationAccess15m,AirportsAccess15m,Eating and drinkingAccess15m,ShoppingAccess15m,Commercial servicesAccess15m,EducationAccess15m,HealthAccess15m,Manufacturing and productionAccess15m,id,Bodies of waterAccess15m,Bus stopAccess15m,CultureAccess15m,EntertainmentAccess15m,GamblingAccess15m,Green parkAccess15m,Public infrastructureAccess15m,Railway stationsAccess15m,SportsAccess15m,TourismAccess15m,Underground entranceAccess15m,distance_to_center
654444.3333333334,3.0,1.6666666666666667,120.0,51.42574042222222,0.10842369933333335,6096.974716,0.5555555555555556,1.7777777777777777,0.0,68.66666666666667,28.77777777777778,136.55555555555554,14.222222222222221,29.333333333333332,20.11111111111111,231.33333333333334,0.1111111111111111,30.88888888888889,1.5555555555555556,5.555555555555555,1.2222222222222223,0.8888888888888888,62.888888888888886,0.1111111111111111,5.444444444444445,0.7777777777777778,0.0,18.768820975110607
508571.4285714286,2.4285714285714284,1.2857142857142858,91.71428571428571,51.44001865714286,0.10006008571428571,5784.527102428571,0.8571428571428571,1.1428571428571428,0.0,53.857142857142854,21.857142857142858,117.57142857142857,12.857142857142858,22.857142857142858,12.428571428571429,241.42857142857142,0.14285714285714285,42.857142857142854,1.8571428571428572,2.4285714285714284,1.4285714285714286,1.8571428571428572,58.0,0.42857142857142855,3.5714285714285716,0.14285714285714285,0.0,17.53137206791948
522500.0,3.0,1.5,178.5,51.4653113,0.1089294875,4579.5716629,0.625,0.125,0.0,43.25,16.75,78.625,7.5,14.375,6.375,232.375,0.0,25.375,2.375,1.375,1.25,0.75,34.25,0.125,0.625,0.0,0.0,17.11398723790962
482500.0,3.0,1.25,108.25,51.485717775,0.1487347,4456.69751525,1.0,0.0,0.0,30.5,11.5,60.0,9.5,9.0,6.75,238.5,0.0,30.75,2.75,3.25,1.5,2.25,42.0,0.75,3.25,0.0,0.0,19.35692110289022
716666.6666666666,3.6666666666666665,1.3333333333333333,125.33333333333333,51.445174900000005,0.1314637,5719.475434666667,0.6666666666666666,0.3333333333333333,0.0,27.0,9.666666666666666,73.0,3.3333333333333335,9.666666666666666,7.0,218.66666666666666,0.3333333333333333,25.333333333333332,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,33.0,0.3333333333333333,3.0,0.0,0.0,19.300210035912144
521250.0,2.5,1.25,96.0,51.456023325000004,0.13793955,5914.0026335,0.5,3.25,0.0,138.0,86.0,231.75,12.5,36.75,22.75,676.0,0.0,50.0,8.0,9.5,3.5,1.0,94.0,0.0,11.0,1.75,0.0,19.325262042732824
400833.3333333333,2.6666666666666665,1.1666666666666667,81.33333333333333,51.464548666666666,0.1589179,5099.094046833333,0.16666666666666666,0.5,0.0,39.833333333333336,15.833333333333334,75.5,8.5,11.166666666666666,5.0,246.33333333333334,0.16666666666666666,23.0,1.8333333333333333,2.6666666666666665,1.1666666666666667,0.8333333333333334,33.166666666666664,0.5,1.6666666666666667,0.6666666666666666,0.0,20.48607958644532
510750.0,3.1666666666666665,2.1666666666666665,100.83333333333333,51.47885831666667,0.1722141265,4834.202795166667,0.6666666666666666,0.0,0.0,34.0,14.0,63.333333333333336,8.5,9.833333333333334,11.833333333333334,229.16666666666666,0.0,31.5,2.3333333333333335,2.5,1.1666666666666667,1.8333333333333333,38.5,0.0,2.8333333333333335,0.16666666666666666,0.0,21.082126062075428
1177026.8918918918,2.4054054054054053,1.837837837837838,110.02702702702703,51.51421973378378,-0.06365770691891892,11532.675359324325,0.4594594594594595,23.972972972972972,0.0,513.5135135135135,217.97297297297297,961.8108108108108,80.86486486486487,70.1891891891892,74.64864864864865,3104.7567567567567,0.0,59.7027027027027,15.891891891891891,22.243243243243242,12.08108108108108,14.27027027027027,197.32432432432432,2.2432432432432434,23.405405405405407,32.37837837837838,13.972972972972974,4.535961375158087
713999.8,3.24,1.56,107.96,51.566583412,-0.014704432,6582.526904599999,0.72,0.96,0.0,184.68,47.32,245.04,21.56,30.4,28.88,3134.4,0.0,38.64,1.64,4.6,7.32,3.92,74.28,0.44,8.56,6.28,0.76,10.259120779102636
864999.9375,3.375,1.625,127.1875,51.57500735,0.024763262875,6927.193064625,0.4375,0.8125,0.0,101.125,28.4375,168.4375,12.5625,30.5,12.625,2603.3125,0.0,35.125,2.1875,1.1875,3.875,1.6875,63.75,0.1875,6.0,2.9375,3.875,13.004667696678412
524857.1428571428,3.0,1.2857142857142858,96.85714285714286,51.55487071428571,0.053697828571428574,5419.896572428572,0.7142857142857143,3.857142857142857,0.0,206.71428571428572,91.0,299.0,25.571428571428573,34.285714285714285,30.142857142857142,2739.8571428571427,0.0,40.857142857142854,2.5714285714285716,4.285714285714286,8.428571428571429,4.285714285714286,95.85714285714286,2.4285714285714284,6.428571428571429,1.1428571428571428,0.0,13.668731736382894
630384.6153846154,2.6153846153846154,1.5384615384615385,113.84615384615384,51.52711961153846,0.030035588846153847,6475.611818692308,0.6923076923076923,0.5384615384615384,0.0,185.69230769230768,61.84615384615385,238.07692307692307,19.923076923076923,36.38461538461539,14.615384615384615,2665.6923076923076,0.07692307692307693,51.46153846153846,1.4615384615384615,4.615384615384615,9.153846153846153,5.3076923076923075,87.46153846153847,0.15384615384615385,6.0,2.3076923076923075,3.0,11.182495976288699
1039874.4204545454,2.2954545454545454,1.9318181818181819,103.73863636363636,51.50305946193182,-0.018484318045454546,10404.047801102271,0.36363636363636365,4.125,0.5113636363636364,222.2159090909091,90.45454545454545,409.53409090909093,38.79545454545455,39.35227272727273,26.125,3156.0795454545455,0.13636363636363635,48.52272727272727,5.954545454545454,6.681818181818182,4.2272727272727275,12.022727272727273,106.63636363636364,0.8522727272727273,12.125,6.488636363636363,2.25,7.634202015478828
583103.2413793104,2.586206896551724,1.4137931034482758,89.75862068965517,51.541488303448276,0.004721940724137931,6798.02472024138,0.6896551724137931,5.724137931034483,0.0,199.79310344827587,97.20689655172414,283.1034482758621,27.586206896551722,38.0,21.310344827586206,2669.4827586206898,0.0,50.689655172413794,4.517241379310345,6.172413793103448,6.689655172413793,9.724137931034482,97.86206896551724,1.2758620689655173,10.379310344827585,4.586206896551724,2.3793103448275863,9.975261000753047
611914.6153846154,1.8615384615384616,1.646153846153846,73.3076923076923,51.510570506923074,0.01588083767692308,8410.691393846153,0.6461538461538462,3.3692307692307693,0.09230769230769231,104.23076923076923,21.307692307692307,126.8923076923077,10.015384615384615,12.323076923076924,18.369230769230768,2648.8,0.47692307692307695,42.92307692307692,2.1076923076923078,3.9846153846153847,3.2615384615384615,7.4,64.87692307692308,0.7846153846153846,7.569230769230769,2.1538461538461537,4.6,10.0007823118305
614831.0135135135,2.8378378378378377,1.3783783783783783,104.70270270270271,51.588802181081086,-0.01760603208108108,6495.166771581081,0.6621621621621622,1.337837837837838,0.0,146.5810810810811,53.2972972972973,199.25675675675674,17.324324324324323,25.27027027027027,26.405405405405407,3214.4054054054054,0.3783783783783784,48.648648648648646,1.7837837837837838,4.675675675675675,5.054054054054054,5.0,74.01351351351352,1.337837837837838,6.391891891891892,7.27027027027027,2.1216216216216215,11.881521700786047
792352.5882352941,2.6470588235294117,1.411764705882353,130.94117647058823,51.592671741176474,0.027698052647058824,6775.844474517647,0.8235294117647058,0.35294117647058826,0.0,81.76470588235294,32.64705882352941,202.64705882352942,18.0,38.05882352941177,13.647058823529411,2528.470588235294,0.0,32.529411764705884,2.5294117647058822,2.6470588235294117,2.7058823529411766,1.0588235294117647,71.05882352941177,0.0,4.9411764705882355,2.3529411764705883,3.0588235294117645,14.372863680890454
1437615.3846153845,2.6923076923076925,2.3846153846153846,145.6153846153846,51.50578901153846,-0.0615314136923077,10672.314776692307,0.15384615384615385,5.461538461538462,0.0,206.0,59.46153846153846,314.3076923076923,30.53846153846154,31.923076923076923,27.384615384615383,3174.769230769231,0.38461538461538464,52.76923076923077,13.384615384615385,10.076923076923077,5.230769230769231,15.153846153846153,102.61538461538461,3.6153846153846154,17.384615384615383,21.53846153846154,5.3076923076923075,4.60632536966652
2287493.75,2.75,2.0,150.0,51.527806675,-0.05345775625,10819.7080365,0.5,5.625,0.0,286.875,112.875,414.25,41.75,41.375,40.375,2843.0,0.25,45.0,7.375,16.625,7.25,11.25,115.25,1.5,13.5,11.0,3.75,5.650727444304819
913333.3333333334,2.6666666666666665,1.4444444444444444,114.66666666666667,51.526097488888894,-0.02690681111111111,8140.616757111111,0.3333333333333333,6.555555555555555,0.0,231.22222222222223,60.22222222222222,328.1111111111111,42.111111111111114,43.111111111111114,30.88888888888889,3175.4444444444443,0.2222222222222222,71.44444444444444,7.0,6.0,10.333333333333334,16.444444444444443,139.0,1.1111111111111112,15.777777777777779,19.444444444444443,9.777777777777779,7.330677756456026
619181.8181818182,3.4363636363636365,1.690909090909091,118.65454545454546,51.62099132181818,-0.008638618181818181,5445.496852218182,0.8,0.2545454545454545,0.0,67.18181818181819,26.345454545454544,118.14545454545454,9.981818181818182,22.21818181818182,10.527272727272727,3341.818181818182,0.05454545454545454,31.0,0.7818181818181819,2.4727272727272727,2.6363636363636362,1.7636363636363637,44.32727272727273,0.2545454545454545,5.618181818181818,2.709090909090909,0.0,15.115398840715324
1263888.888888889,3.5555555555555554,1.5555555555555556,134.77777777777777,51.55558858888889,-0.04540741111111111,9166.845668111111,0.6666666666666666,0.4444444444444444,0.0,103.44444444444444,21.444444444444443,133.33333333333334,15.88888888888889,25.88888888888889,10.88888888888889,1046.3333333333333,0.0,43.888888888888886,2.4444444444444446,5.666666666666667,1.8888888888888888,13.777777777777779,70.55555555555556,0.5555555555555556,6.444444444444445,4.777777777777778,0.0,7.861406372830548
528235.2941176471,3.0,1.2352941176470589,86.70588235294117,51.520262432352936,0.05471058047058824,6187.384607058823,0.8823529411764706,0.8823529411764706,0.0,41.470588235294116,12.117647058823529,76.29411764705883,9.529411764705882,11.058823529411764,6.294117647058823,2468.176470588235,0.35294117647058826,30.470588235294116,1.2352941176470589,0.6470588235294118,2.235294117647059,4.176470588235294,46.588235294117645,0.0,2.6470588235294117,0.35294117647058826,0.058823529411764705,12.784733479461783
609166.6666666666,3.25,1.5833333333333333,111.08333333333333,51.546650400000004,0.026206474999999996,5619.124848416667,0.5,3.8333333333333335,0.0,235.66666666666666,116.83333333333333,328.25,27.666666666666668,36.583333333333336,35.5,2294.4166666666665,0.0,44.666666666666664,3.0,3.8333333333333335,7.666666666666667,4.75,105.91666666666667,2.3333333333333335,5.0,1.6666666666666667,0.5,11.554752692419713
1038958.3333333334,2.7916666666666665,1.75,104.54166666666667,51.543894618749995,-0.06304695175,9795.977369166667,0.4166666666666667,6.541666666666667,0.0,321.875,97.66666666666667,391.0416666666667,33.0,55.625,52.125,1154.625,0.4583333333333333,74.25,8.291666666666666,18.666666666666668,7.25,16.708333333333332,145.70833333333334,3.9583333333333335,19.25,10.333333333333334,0.25,6.082688454517894
1347142.857142857,3.0,1.7857142857142858,144.85714285714286,51.542595049999996,-0.042334092857142853,9394.426573857143,0.42857142857142855,2.9285714285714284,0.0,150.71428571428572,30.0,185.35714285714286,20.0,37.0,26.5,1132.5714285714287,0.42857142857142855,51.214285714285715,5.0,5.5,3.0,14.142857142857142,91.78571428571429,1.1428571428571428,11.0,5.5,0.0,7.112218466804457
827500.0,1.5,1.5,65.0,51.51742045,-0.10038615000000001,12580.227745,0.0,43.0,0.0,1271.0,635.5,4162.0,162.5,246.0,473.5,670.0,6.0,159.0,66.0,98.5,21.5,3.5,575.5,7.0,56.0,210.5,56.5,2.207972573822607
712500.0,2.0,1.5,65.5,51.5213278,-0.099711573,10843.554595000001,0.0,28.0,0.0,585.0,272.5,1968.5,101.5,119.0,310.5,1931.5,5.0,84.0,30.5,55.0,9.0,11.5,260.5,4.5,33.0,83.5,19.0,2.491424129900648
950000.0,3.0,2.0,92.0,51.51864,-0.1053392,10326.08696,1.0,99.0,0.0,2431.0,1132.0,5726.0,227.0,393.0,588.0,638.0,3.0,223.0,79.0,210.0,34.0,7.0,855.0,11.0,76.0,273.0,81.0,1.9987740285458409
1466083.3333333333,2.6666666666666665,1.8333333333333333,121.16666666666667,51.52447684166666,-0.10595175233333333,11700.583624333332,0.5,37.833333333333336,0.0,633.1666666666666,302.1666666666667,1876.6666666666667,101.33333333333333,120.83333333333333,294.3333333333333,1467.3333333333333,1.0,100.16666666666667,21.5,59.0,8.0,14.333333333333334,275.0,3.0,27.333333333333332,67.33333333333333,15.333333333333334,2.445147811874702
1126944.642857143,2.142857142857143,1.75,94.42857142857143,51.52842984642857,-0.09637593700000001,11886.484380107142,0.25,38.892857142857146,0.0,704.75,280.7857142857143,2645.75,150.75,159.35714285714286,228.89285714285714,1766.857142857143,2.5714285714285716,125.21428571428571,22.964285714285715,81.42857142857143,10.142857142857142,22.285714285714285,362.57142857142856,2.857142857142857,44.07142857142857,65.14285714285714,20.178571428571427,3.221114540699436
668333.3333333334,1.3333333333333333,1.3333333333333333,58.0,51.523507200000005,-0.08840371333333334,11461.489896666666,0.6666666666666666,72.0,0.0,1422.3333333333333,441.0,4442.333333333333,236.66666666666666,260.6666666666667,326.3333333333333,1938.6666666666667,5.333333333333333,214.66666666666666,55.0,125.0,19.333333333333332,15.0,626.6666666666666,8.333333333333334,76.33333333333333,153.66666666666666,50.0,3.2698807044735716
2456206.896551724,2.1724137931034484,1.8620689655172413,105.10344827586206,51.5222233,-0.08104078689655173,21706.45237282759,0.0,26.79310344827586,0.0,903.1379310344828,354.0344827586207,2416.206896551724,132.31034482758622,134.20689655172413,168.20689655172413,998.2758620689655,0.0,91.79310344827586,25.0,82.44827586206897,11.275862068965518,2.896551724137931,306.9655172413793,5.172413793103448,33.37931034482759,40.3448275862069,14.517241379310345,3.6415890041219403
1132500.0,2.0,2.0,85.5,51.5170765,-0.07967194999999999,13395.061730000001,0.5,66.5,0.0,1799.0,647.0,4592.0,205.5,287.5,353.5,1907.0,2.5,193.5,68.5,103.0,36.5,8.0,668.0,10.0,78.0,178.0,64.5,3.5122148555534247
1632500.0,2.5,1.5,141.0,51.5184077,-0.0930463805,12012.38235,0.0,19.5,0.0,678.5,186.0,2208.5,87.0,148.0,126.5,667.0,8.0,85.0,42.5,32.5,11.5,1.5,306.5,4.5,41.0,105.5,33.0,2.705670261698123
2900000.0,2.5,1.0,120.5,51.5145171,-0.0773436,23735.955055,0.0,39.0,0.0,1165.0,414.0,3077.0,140.0,203.0,154.0,664.0,1.0,110.0,38.0,48.0,27.0,2.0,419.0,7.0,58.0,101.0,41.0,3.5912611671730423
1700000.0,2.0,2.0,151.0,51.5105491,-0.082965,11258.27815,0.0,40.0,0.0,1151.0,261.0,3281.0,96.0,187.0,169.0,666.0,0.0,134.0,57.0,56.0,30.0,1.0,448.0,7.0,50.0,164.0,63.0,3.132409833944841
545000.0,1.0,1.0,55.0,51.5107754,-0.077757,9909.090909,0.0,45.0,0.0,1035.0,292.0,2733.0,109.0,133.0,150.0,674.0,0.0,104.0,49.0,54.0,28.0,5.0,401.0,6.0,54.0,118.0,52.0,3.4945577335296725
550000.0,1.0,1.0,42.0,51.5110451,-0.0895151,13095.2381,0.0,57.0,0.0,1729.0,421.0,4700.0,155.0,296.0,272.0,673.0,0.0,226.0,104.0,100.0,39.0,6.0,743.0,12.0,78.0,264.0,92.0,2.6887470587510967
695451.8181818182,3.727272727272727,1.8181818181818181,148.0909090909091,51.65060135454546,-0.06621636363636364,4995.94994890909,0.6363636363636364,0.2727272727272727,0.0,48.36363636363637,27.181818181818183,105.9090909090909,12.090909090909092,23.727272727272727,8.818181818181818,913.6363636363636,0.09090909090909091,36.54545454545455,1.1818181818181819,2.727272727272727,2.4545454545454546,3.6363636363636362,45.90909090909091,1.0909090909090908,4.909090909090909,1.6363636363636365,0.0,16.499166863753587
1030768.8461538461,3.4615384615384617,1.8461538461538463,142.15384615384616,51.66325179230769,-0.09778689292307693,7831.624555,0.6923076923076923,0.3076923076923077,0.0,39.15384615384615,25.0,93.46153846153847,8.153846153846153,14.538461538461538,4.6923076923076925,865.3846153846154,0.3076923076923077,24.46153846153846,0.9230769230769231,1.8461538461538463,1.8461538461538463,0.3076923076923077,35.38461538461539,0.6153846153846154,3.076923076923077,1.4615384615384615,0.07692307692307693,17.509080681562132
516666.1111111111,3.3333333333333335,1.4444444444444444,99.88888888888889,51.66894412222222,-0.031867,5197.378453,0.6666666666666666,0.1111111111111111,0.0,7.0,1.8888888888888888,11.555555555555555,1.5555555555555556,2.888888888888889,0.6666666666666666,1199.6666666666667,0.3333333333333333,6.333333333333333,0.0,0.0,0.2222222222222222,0.5555555555555556,4.111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.0,19.1940990813278
1942777.7777777778,4.666666666666667,3.7777777777777777,300.8888888888889,51.65506384444444,-0.16016340166666668,6842.493830444444,0.7777777777777778,0.2222222222222222,0.0,27.333333333333332,9.88888888888889,46.666666666666664,4.0,9.222222222222221,2.888888888888889,515.1111111111111,0.1111111111111111,16.444444444444443,1.0,0.8888888888888888,1.3333333333333333,0.5555555555555556,19.333333333333332,0.1111111111111111,3.7777777777777777,0.5555555555555556,1.5555555555555556,16.605021568533086
1092058.8235294118,4.176470588235294,2.4705882352941178,175.05882352941177,51.65143336470588,-0.1978539823529412,6382.359696882353,0.5882352941176471,1.0,0.0,61.35294117647059,28.41176470588235,155.2941176470588,13.705882352941176,30.352941176470587,13.647058823529411,461.94117647058823,0.11764705882352941,42.88235294117647,3.3529411764705883,3.2941176470588234,2.1176470588235294,1.1764705882352942,61.05882352941177,0.23529411764705882,5.529411764705882,1.8235294117647058,0.5882352941176471,16.779584617649622
695996.4285714285,3.4285714285714284,2.0,116.92857142857143,51.547257957142854,-0.2982397644285714,6403.225156714286,0.7857142857142857,1.5,0.0,84.78571428571429,51.5,148.42857142857142,13.642857142857142,17.5,24.714285714285715,396.92857142857144,0.0,29.571428571428573,0.5,2.0,5.571428571428571,2.357142857142857,57.714285714285715,0.7857142857142857,3.7857142857142856,1.7142857142857142,1.4285714285714286,12.646217961074125
737470.8947368421,3.026315789473684,1.8421052631578947,113.86842105263158,51.57812313026316,-0.33674868905263156,6592.807259842106,0.6578947368421053,2.6842105263157894,0.0,118.5,55.8421052631579,253.0,21.526315789473685,37.5,23.236842105263158,1495.421052631579,0.0,36.578947368421055,1.605263157894737,4.2894736842105265,5.631578947368421,1.2894736842105263,75.78947368421052,0.8157894736842105,9.657894736842104,3.526315789473684,3.210526315789474,16.519739079973252
658681.5789473684,3.263157894736842,1.7894736842105263,117.05263157894737,51.57124176315789,-0.3571884842105263,5964.641746894737,0.631578947368421,1.263157894736842,0.0,101.6842105263158,34.73684210526316,173.57894736842104,14.842105263157896,25.157894736842106,16.68421052631579,1557.1052631578948,0.0,33.63157894736842,0.5263157894736842,3.473684210526316,3.8421052631578947,2.3157894736842106,56.94736842105263,0.5789473684210527,5.684210526315789,2.4210526315789473,2.526315789473684,17.469836760942723
1029344.8275862068,3.5172413793103448,2.0344827586206895,136.6206896551724,51.597795827586204,-0.3305126460689655,7252.7284302068965,0.6551724137931034,0.4827586206896552,0.0,94.3103448275862,25.517241379310345,160.9655172413793,17.413793103448278,28.482758620689655,16.79310344827586,1497.2413793103449,0.10344827586206896,34.275862068965516,2.0,3.8620689655172415,4.517241379310345,1.5517241379310345,61.275862068965516,0.6206896551724138,5.586206896551724,2.9310344827586206,1.5862068965517242,17.29597175593347
817222.2222222222,2.888888888888889,1.8888888888888888,123.0,51.56882631111111,-0.40625324044444444,6513.258639,0.7777777777777778,1.1111111111111112,0.0,51.22222222222222,23.0,93.33333333333333,7.222222222222222,16.444444444444443,10.666666666666666,1542.5555555555557,0.1111111111111111,17.555555555555557,0.5555555555555556,2.888888888888889,1.6666666666666667,2.2222222222222223,36.77777777777778,0.6666666666666666,5.666666666666667,0.2222222222222222,3.5555555555555554,20.510388796053103
719185.4166666666,2.9583333333333335,1.6666666666666667,111.83333333333333,51.59421488125,-0.38387938662500004,6945.328733333333,0.5833333333333334,0.25,0.0,60.875,24.708333333333332,132.91666666666666,15.0,27.5,10.125,1538.4583333333333,0.0,29.5,2.5833333333333335,2.2916666666666665,1.3333333333333333,2.0833333333333335,54.833333333333336,0.125,5.958333333333333,2.75,1.875,20.241413800169855
1024285.0,3.857142857142857,1.8571428571428572,160.42857142857142,51.60760015714286,-0.4163497,6391.284226000001,1.0,0.0,0.0,45.57142857142857,17.428571428571427,101.14285714285714,12.571428571428571,21.571428571428573,7.142857142857143,1664.0,0.14285714285714285,25.857142857142858,1.2857142857142858,1.8571428571428572,1.7142857142857142,0.8571428571428571,38.714285714285715,0.0,5.857142857142857,0.42857142857142855,2.142857142857143,22.911023876521234
825416.6666666666,3.125,1.7083333333333333,127.54166666666667,51.61611775416666,-0.307588600125,6448.4978729375,0.7708333333333334,0.625,0.0,85.20833333333333,27.854166666666668,156.66666666666666,11.958333333333334,27.854166666666668,10.583333333333334,1550.3541666666667,0.22916666666666666,37.0,3.0833333333333335,4.041666666666667,4.770833333333333,3.6666666666666665,45.958333333333336,0.0,5.291666666666667,2.0,4.75,17.381144891740636
1349085.294117647,4.117647058823529,2.7058823529411766,185.52941176470588,51.61551881176471,-0.27203166352941177,7932.358493,0.7647058823529411,1.0588235294117647,0.0,67.88235294117646,26.764705882352942,126.52941176470588,14.352941176470589,26.058823529411764,12.764705882352942,728.9411764705883,0.11764705882352941,31.941176470588236,1.411764705882353,1.6470588235294117,3.5294117647058822,1.7647058823529411,42.529411764705884,0.058823529411764705,3.7058823529411766,0.6470588235294118,1.6470588235294117,15.656834102943844
856904.7619047619,3.5238095238095237,2.1904761904761907,131.57142857142858,51.560738935714284,-0.2853595282857143,6780.627111619047,0.8095238095238095,6.476190476190476,0.0,172.0952380952381,66.9047619047619,226.61904761904762,17.238095238095237,33.04761904761905,25.428571428571427,394.95238095238096,0.0,49.95238095238095,1.0,4.428571428571429,9.047619047619047,2.7142857142857144,75.38095238095238,0.9047619047619048,7.714285714285714,1.3333333333333333,5.523809523809524,12.4545179839852
2117666.6666666665,4.866666666666666,3.0,184.0,51.56124653333333,0.06775962666666667,7864.321192866667,0.5333333333333333,7.2,0.0,166.46666666666667,75.53333333333333,275.46666666666664,28.6,39.6,21.666666666666668,2560.133333333333,0.4,37.666666666666664,3.7333333333333334,4.266666666666667,7.266666666666667,2.1333333333333333,78.4,0.8,6.0,1.2,2.533333333333333,14.867248377491636
